###########################
# TUR  Submarines
###########################
# Saldiray-class
submarine.0 = {
	radarsystem_airsearch = 5
	radarsystem_surfacesearch = 5
	sonarsystem = 0
	propulsion_gas = 4
	propulsion_diesel_surface_40s =0
	conventionalnavalgun = 9
	closedefense = 9
	antishipmissile_shortrange = 7
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antisub_torpedorocket = 9
	launcher_torpedotubes_533_650 = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 29
}

# Model 1990
missile_boat.7 = {
	unit_missileboat = 8
	radarsystem_airsearch = 6
	radarsystem_surfacesearch = 6
	sonarsystem = 0
	propulsion_gas = 5
	propulsion_diesel_surface_40s =0
	conventionalnavalgun = 10
	closedefense = 10
	antishipmissile_shortrange = 8
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antisub_torpedorocket = 10
	launcher_torpedotubes_533_650 = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 28
}
###########################
# TUR  Destroyers
###########################
# Kocatepe-class
destroyer.0 = {
	unit_destroyer = 1
	radarsystem_airsearch = 0
	radarsystem_surfacesearch = 0
	sonarsystem = 0	
	propulsion_steam = 0
	conventionalnavalgun = 0
	closedefense = 0
	antisub_torpedorocket = 0
	launcher_torpedotubes_533_650 = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 18	
	wikipage = /wiki/Adatepe_class_destroyer	
}

###########################
# TUR  Capital Ships
###########################
# Yavuz Sultan Selim-class
battleship.0 = {
	radarsystem_airsearch = 0
	radarsystem_surfacesearch = 0
	propulsion_steam = 0	
	conventionalnavalgun = 0
	closedefense = 0
	antishipmissile_shortrange = 0
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 0
	antishipmissile_longrange_supersonic = 0	
	landattackmissile = 0	
	helicopterplatform = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_systemcoordination = 0
	escort-battlegroup_surfaceengagementpositioning = 0
	escort-battlegroup_denyenemyfreedomofaction = 0
	escort-battlegroup_acceptablerisk = 0
	hullmaxslots = 0
	hullmaxsize = 463
	wikipage = /wiki/TCG_Yavuz_Sultan_Selim
}
