##################################################;;;;;;;;;;;;;;x
### Rebel groups ###;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
disgruntled_rabble_desc;These are dissaffected citizens that have formed a big mob focused merely on looting and pillaging.;Ce sont des citoyens mécontents qui ont formé une foule dont le but est principalement le pillage.;Widerstandskämpfer in dieser Provinz haben sich organsiert und die Kontrolle an sich gerissen.;;Se trata de ciudadanos insatisfechos que han formado una gran chusma cuyo único objetivo es el saqueo y el pillaje.;;;;;;;;;x
disgruntled_rabble_army;$COUNTRY$ Revolters;$COUNTRY$ Révoltés;$COUNTRY$ Revoluzzer;;Rebeldes de $COUNTRY$;;;;;;;;;x
guerrilla_rebels_title;Guerrillas;;;;;;;;;;;;;x
guerrilla_rebels_name;Guerrillas;;;;;;;;;;;;;x
guerrilla_rebels_desc;These are partisans who have been organized and equipped thanks to another country's sponsorship with the objective of expelling their common enemy from the country.;;;;;;;;;;;;;x
guerrilla_rebels_army;$COUNTRY$ Guerrillas;;;;;;;;;;;;;x
algerian_fln_rebels_title;FLN;;;;;;;;;;;;;x
algerian_fln_rebels_name;$INDEP$ FLN;;;;;;;;;;;;;x
algerian_fln_rebels_desc;Front de Libération Nationale, hence FLN, is primarily an Algerian nationalist, Arab socialist political party. Defining Islam as it's main foundation for national counciousness it opposes colonialism and doctrinaire Marxism. The focus of the party and the movement is to obtaining independence for Algeria.;;;;;;;;;;;;;x
algerian_fln_rebels_army;$COUNTRY$ FLN;;;;;;;;;;;;;x
pathet_lao_rebels_title;Pathet Lao;;;;;;;;;;;;;x
pathet_lao_rebels_name;$INDEP$ Pathet Lao;;;;;;;;;;;;;x
pathet_lao_rebels_desc;Focusing on Laos, the Pathet Lao is a communist nationalist rebel army. They are well led and equipped, and they fight for the independence for their nation.;;;;;;;;;;;;;x
pathet_lao_rebels_army;$COUNTRY$ Pathet Lao;;;;;;;;;;;;;x
viet_cong_rebels_title;Viet Cong;;;;;;;;;;;;;x
viet_cong_rebels_name;$INDEP$ Viet Cong;;;;;;;;;;;;;x
viet_cong_rebels_desc;Focusing on South Vietnam, the Viet Cong is a political organization as well as a left-wing Vietnamese nationalist and communist rebel army. They are well led and equipped, and they fight for the independence for their nation.;;;;;;;;;;;;;x
viet_cong_rebels_army;$COUNTRY$ Viet Cong;;;;;;;;;;;;;x
political_revolters_title;Political Rebels;;;;;;;;;;;;;x
political_revolters_name;$INDEP$ Political Rebels;;;;;;;;;;;;;x
political_revolters_desc;Focusing on a particular political issue, usually fuelled by dissatisfaction with or opposition to the policies and actions of our government. These groups expressions may take forms from vocal disagreement to civil disobedience to the use of violence. ;;;;;;;;;;;;;x
political_revolters_army;$COUNTRY$ Political Rebels;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
### Uprising event modifiers ###;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
IDC_communist_rebellion_modifier;Rebel infiltration;;;;;;;;;;;;;x
desc_IDC_communist_rebellion_modifier;Our nation has been infiltrated by rebels!;;;;;;;;;;;;;x
