#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
##################################################;;;;;;;;;;;;;;x
# Abilities;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
REINFORCE_CHANCE_TECH;Combat Reinforcement Chance;Probabilité d'arrivée de renforts en combat;Verstärkungswahrscheinlichkeit;;Probabilidad de refuerzos de combate;;;;;;;;;x
ATTACK_MOVEMENT_SPEED_TECH;Attack Movement;Mouvement d'attaque;Angriffsgeschwindigkeit;;Movimiento de ataque;;;;;;;;;x
ENABLE_UNIT_TECH;Allow construction of;Permettre la construction de;Bau ermöglichen von;;Permitir la construcción de;;;;;;;;;x
ENABLE_BUILDING_TECH;Allow construction of;Permettre la construction de;Bau ermöglichen von;;Permitir la construcción de;;;;;;;;;x
RECON_SATELLITE_TECH;Spy Satellite Technology;;;;;;;;;;;;;x
TRANSPORT_CAPABILITY;Transport Capability;Capacité de transport;Transportfähigkeit;;Capacidad de transporte;;;;;;;;;x
RANGE;Range;Rayon d'action;Reichweite;;Radio de acción;;;;;;;;;x
DISTANCE;Distance;Distance;Entfernung;;Distancia;;;;;;;;;x
SURFACE_DETECTION;Surface Detection;Détection de surface;Oberflächenortung;;Detec. superficie;;;;;;;;;x
AIR_DETECTION;Air Detection;Détection aérienne;Luftortung;;Detec. aérea;;;;;;;;;x
SUB_DETECTION;Sub Detection;Détection sous-marine;Unterwasserortung;;Detección sub.;;;;;;;;;x
VISIBILITY;Visibility;Visibilité;Sichtweite;;Visibilidad;;;;;;;;;x
SEA_DEFENCE;Sea Defence;Défense navale;Seeverteidigung;;Def. marítima;;;;;;;;;x
CONVOY_ATTACK;Convoy Attack;Attaque du convoi;Konvoiangriff;;Ataque a convoy;;;;;;;;;x
SEA_ATTACK;Sea Attack;Attaque navale;Seeangriff;;Ataque marítimo;;;;;;;;;x
MISSILE_ATTACK;Missile Attack;;;;;;;;;;;;;x
MISSILE_DEFENSE;Missile Defense;;;;;;;;;;;;;x
AIRRADAR_RANGE;Air Radar Range;;;;;;;;;;;;;x
SURFACERADAR_RANGE;Surface Radar Range;;;;;;;;;;;;;x
SONAR_RANGE;Sonar Range;;;;;;;;;;;;;x
SURV_LEVEL;Surveillance Level;;;;;;;;;;;;;x
SLOT_NUMBER;Number of Weapon Complexs;;;;;;;;;;;;;x
SLOT_NAMES;Weapon Complexs;;;;;;;;;;;;;x
SALVO_SIZE;Missile Salvo Size;;;;;;;;;;;;;x
SUB_ATTACK;Sub Attack;Attaque sous-marine;Unterwasserangriff;;Ataque sub.;;;;;;;;;x
SHORE_BOMBARDMENT;Shore Bombardment;Bombardement côtier;Küstenbombardement;;Bombardeo costero;;;;;;;;;x
SURFACE_DEFENCE;Surface Defence;Défense en surface;Oberflächenverteidigung;;Defensa superf.;;;;;;;;;x
STRATEGIC_ATTACK;Strategic Attack;Attaque stratégique;Strategischer Angriff;;Ataque estrat.;;;;;;;;;x
RADIO_STRENGTH;Radio Strength;Puissance radio;Funkstärke;;Potencia de radiotransmisión;;;;;;;;;x
HULL;Hull;Coque;Rumpf;;Casco;;;;;;;;;x
POSITIONING;Positioning;Positionnement;Positionierung;;Despliegue;;;;;;;;;x
ALLOW_ESCORTS_TECH;Allows construction of convoy escorts;Permet la construction d'escortes pour les convois;Bau von Konvoi-Geleitschiffen ermöglichen;;Permite la construcción de escoltas para convoyes;;;;;;;;;x
ESCORT_EFFICIENCY_TECH;Escort Efficiency;Efficacité de l'escorte;Geleitschiff-Effizienz;;Rendimiento de la escolta;;;;;;;;;x
TARGET_CHOICE_TECH;Target Choice;Choix de la cible;Zielwahl;;Selección de objetivo;;;;;;;;;x
TARGET_CHANCE_TECH;Target Chance;Probabilité d'atteinte de la cible;Zielwahl;;Probabilidad de objetivo;;;;;;;;;x
NAVAL_BASE_EFF_TECH;Naval Base Efficiency;Efficacité de la base navale;Marinebasis-Effizienz;;Rendimiento de base naval;;;;;;;;;x
CASUALTY_TRICKLEBACK_TECH;Casualty Trickleback;Évacuation des victimes;Verwundetenrückkehr;;Goteo de vuelta de bajas;;;;;;;;;x
MAX_ATTRITION_TECH;Attrition;Attrition;Verlustquote;;El desgaste;;;;;;;;;x
MANPOWER_GAIN_TECH;Manpower;Main d'œuvre;Mannstärke;;Rec. hum.;;;;;;;;;x
IC_MOD_TECH;IC;CI;IK;;Aco Iro;;;;;;;;;x
IC_EFFICIENCY_TECH;IC Efficiency;Efficacité CI;IK-Effizienz;;Rendimiento de CI;;;;;;;;;x
ENERGY_TO_OIL_TECH;Energy to Oil;Énergie en pétrole;Energie zu Öl;;Energía en combustible;;;;;;;;;x
IC_TO_SUPPLIES_TECH;Supplies Production;Production de ravitaillement;Nachschubproduktion;;Producción de suministros;;;;;;;;;x
PROV_AA_TECH;Provincial AA Efficiency;Efficacité DCA provinciale;Provinzielle Flak-Effizienz;;Eficacia de la AA provincial;;;;;;;;;x
COMBAT_EFF_TECH;Combat Efficiency;Efficacité au combat;Kampfeffizienz;;Eficacia en combate;;;;;;;;;x
RESEARC_EFF_TECH;Research Efficiency;Efficacité des recherches;Forschungseffizienz;;Rendimiento de la investigación;;;;;;;;;x
METAL_PROD_TECH;Metal Production;Production de métaux;Metallproduktion;;Producción de metal;;;;;;;;;x
RARES_PROD_TECH;Rare Materials Production;Production de matériaux rares;Prod. seltener Materialien;;Producción de materiales raros;;;;;;;;;x
ENERGY_PROD_TECH;Energy Production;Production d'énergie;Energieproduktion;;Producción de energía;;;;;;;;;x
NIGHT_ADJUSTER;Night;Nuit;Nacht;;Noche;;;;;;;;;x
FORT_ADJUSTER;Fort;Fort;Fort;;Fuerte;;;;;;;;;x
RIVER_ADJUSTER;River;Fleuve;Fluss;;Río;;;;;;;;;x
AMPH_ADJUSTER;Amphibious;Amphibie;Amphibisch;;Anfibio;;;;;;;;;x
UA_ATTACK;Attack;Attaque;Angriff;;Ataque;;;;;;;;;x
UA_DEFENCE;Defense;Défense;Verteidigung;;Defensa;;;;;;;;;x
UA_MOVEMENT;Movement;Mouvement;Bewegung;;Movimiento;;;;;;;;;x
UA_ATTRITION;Attrition;Attrition;Verlustquote;;El desgaste;;;;;;;;;x
NUKE_PROD_GAIN_TECH;Nuclear Production;Production nucléaire;Atomare Prod.;;Producción nuclear;;;;;;;;;x
ORD_RED;Organization Penalty;Pénalité d'organisation;Organisationsabzug;;Penalización a la organización;;;;;;;;;x
ORD_EFF;Efficiency;Efficacité;Effizienz;;Rendimiento;;;;;;;;;x
RADAR_IMPACT_TECH;Radar Combat Impact;Impact du radar sur le combat;Radard-Gefechtseinfluss;;Impacto del radar en combate;;;;;;;;;x
REPAIR_RATE_TECH;Repair Rate;Taux de réparation;Reparaturgeschwindigkeit;;Velocidad de reparación;;;;;;;;;x
BOMBER_TARGET_TECH;Bomber Target Selection;Sélection de la cible du bombardier;Bomber-Zielauswahl;;Selección de objetivos de bombardero;;;;;;;;;x
FIGHTER_TARGET_TECH;Fighter Target Selection;Sélection de la cible du chasseur;Jäger-Zielauswahl;;Selección de objetivos de caza;;;;;;;;;x
FRONTLINE_FOCUS_TECH;Frontline Target Focus;Cible ligne de front;Fronttruppen-Hauptziele;;Prioridad de objetivos del frente;;;;;;;;;x
RESERVE_FOCUS_TECH;Reserves Target Focus;Cible réserves;Reserven-Hauptziele;;Prioridad de objetivos de la reserva;;;;;;;;;x
NAVAL_AIR_TARGET_CHANCE_TECH;Naval Bombing Target Chance;Probabilité d'atteinte de la cible par bombardement naval;Marinebombardement - Trefferwahrsch.;;Oportunidad de objetivo de bombardeo naval ;;;;;;;;;x
CARRIER_CAPACITY;Carrier CAG size;Taille du groupe aérien embarqué;Trägergeschwader-Größe;;Portaaviones tamaño GAE;;;;;;;;;x
LISTENING_STATION_TECH;Allow radar installations to work as listening stations;Permettre aux installations radar d'opérer en tant que stations d'écoute;Radareinr. ermöglichen, als Horchposten zu fungieren;;Permitir que los puestos de radar actúen como puestos de escucha;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Theories and Practicals;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
infantry_theory;Infantry Theory;Théorie de l'infanterie;Infanterie-Theorie;;Teoría de la infantería;;;;;;;;;x
infantry_practical;Infantry Practical;Connaissances prat. infanterie;Infanterie-Praxis;;Práctica de la infantería;;;;;;;;;x
militia_theory;Militia Theory;Théorie de la milice;Miliz-Theorie;;Teoría de la milicia;;;;;;;;;x
militia_practical;Militia Practical;Connaissances prat. milice;Miliz-Praxis;;Práctica de la milicia;;;;;;;;;x
mobile_theory;Mobile Unit Theory;Théorie de l'unité mobile;Mobile Einheiten-Theorie;;Teoría de la unidad de maniobra;;;;;;;;;x
mobile_practical;Mobile Unit Practical;Connaissances pratiques de l'unité mobile;Mobile Einheiten-Praxis;;Práctica de la unidad de maniobra;;;;;;;;;x
artillery_theory;Artillery Theory;Théorie de l'artillerie;Artillerie-Theorie;;Teoría de la artillería;;;;;;;;;x
artillery_practical;Artillery Practical;Connaissances pratiques de l'artillerie;Artillerie-Praxis;;Práctica de la artillería;;;;;;;;;x
rocket_science;Rocket Science;Fuséologie;Raketen-Theorie;;Técnica de cohetes;;;;;;;;;x
rocket_practical;Rocket Practical;Connaissances pratiques en fuséologie;Raketen-Praxis;;Práctica de cohetes;;;;;;;;;x
naval_engineering;Naval Engineering;Ingénierie navale;Marine-Ingenieurswesen;;Ingeniería naval;;;;;;;;;x
destroyer_practical;Destroyer Practical;Connaissances pratiques des destroyers;Zerstörer-Praxis;;Práctica de destructores;;;;;;;;;x
cruiser_practical;Cruiser Practical;Connaissances pratiques des croiseurs;Kreuzer-Praxis;;Práctica de cruceros;;;;;;;;;x
capitalship_practical;Capital Ship Practical;Connaissances pratiques des navires capitaux;Großkampfschiff-Praxis;;Práctica de la gran unidad;;;;;;;;;x
carrier_practical;Aircraft Carrier Practical;Connaissances pratiques des porte-avions;Flugzeugträger-Praxis;;Práctica de portaaviones;;;;;;;;;x
submarine_engineering;Submarine Engineering;Ingénierie sous-marine;U-Boot-Ingenieurswesen;;Ingeniería submarina;;;;;;;;;x
submarine_practical;Submarine Practical;Connaissances pratiques des sous-marins;U-Boot-Praxis;;Práctica submarina;;;;;;;;;x
electornicegineering_theory;Electronic Engineering Theory;Théorie d'ingénierie électronique;Elektrotechnik-Theorie;;Teoría de ingeniería electrónica;;;;;;;;;x
electornicegineering_practical;Electronic Engineering Practical;Connaissances pratiques en génie électronique;Elektrotechnik-Praxis;;Práctica de ingeniería electrónica;;;;;;;;;x
automotive_theory;Automotive Theory;Théorie de l'autopropulsion;Automobil-Theorie;;Teoría del automóvil;;;;;;;;;x
armour_practical;Armor Practical;Connaissances pratiques du blindage;Panzer-Praxis;;Práctica del blindaje;;;;;;;;;x
aeronautic_engineering;Aeronautical Engineering;Ingénierie aéronautique;Flugingenieurwesen;;Ingeniería aeronáutica;;;;;;;;;x
single_engine_aircraft_practical;Light Aircraft Practical;Connaissances pratiques des avions légers;Jagdflugzeug-Praxis;;Práctica de aviones ligeros;;;;;;;;;x
twin_engine_aircraft_practical;Medium Bomber Practical;Connaissances pratiques des bombardiers moyens;Mittlere Bomber-Praxis;;Práctica de bombardero medio;;;;;;;;;x
four_engine_aircraft_practical;Heavy Aircraft Practical;Connaissances pratiques des avions lourds;Schwere Bomber-Praxis;;Práctica de bombardero pesado;;;;;;;;;x
spearhead_theory;Spearhead Doctrine;Doctrine du fer de lance;Blitzkrieg-Doktrin;;Doctrina de punta de ataque;;;;;;;;;x
superior_firepower_theory;Superior Firepower Doctrine;Doctrine de la puissance de feu dominante;Feuerüberlegenheit-Doktrin;;Doctrina de la potencia de fuego superior;;;;;;;;;x
grand_battleplan_theory;Grand Battleplan Doctrine;Doctrine du meilleur plan de bataille;Großer Schlachtplan-Doktrin;;Doctrina del plan de la gran batalla;;;;;;;;;x
human_wave_theory;Human Wave Doctrine;Doctrine de la vague humaine;Menschenwelle-Doktrin;;Doctrina de la oleada humana;;;;;;;;;x
land_doctrine_theory;Land Doctrine Theory;Théorie de la doctrine terrestre;Landdoktrin-Theorie;;Teoría de la doctrina de tierra;;;;;;;;;x
land_doctrine_practical;Land Combat Experience;Expérience en combat terrestre;Bodenkampferfahrung;;Experiencia en combate terrestre;;;;;;;;;x
naval_doctrine_practical;Naval Combat Experience;Expérience en combat naval;Seekampferfahrung;;Experiencia en combate naval;;;;;;;;;x
base_strike_doctrine;Base Strike Doctrine;Doctrine de Frappe de la base;Doktrin des Basisangriffs;;Doctrina del ataque a base;;;;;;;;;x
fleet_in_being_doctrine;Fleet in Being Doctrine;Doctrine du parc naval;Doktrin der Flottenpräsenz;;Doctrina de la flota en potencia;;;;;;;;;x
sealane_interdiction_doctrine;Sealane Interdiction Doctrine;Doctrine d'interdiction du couloir de navigation;Doktrin der Seewegsabriegelung;;Doctrina de la interceptación de rutas marítimas;;;;;;;;;x
air_doctrine_practical;Air Combat Experience;Expérience en combat aérien;Luftkampferfahrung;;Experiencia en combate aéreo;;;;;;;;;x
fighter_focus;Fighter Focus;Objectif chasseur;Fokus auf Jagdflugzeuge;;Prioridad de los cazas;;;;;;;;;x
cas_focus;Close Air Support Focus;Objectif soutien aérien rapproché;Fokus auf Luftnahunterstützung;;Prioridad del apoyo aéreo;;;;;;;;;x
tac_focus;Tactical Airpower Focus;Objectif puissance aérienne tactique;Fokus auf taktische Luftüberlegenheit;;Prioridad del poder aéreo táctico;;;;;;;;;x
nav_focus;Naval Aviation Focus;Objectif aviation navale;Fokus auf Marineflieger;;Prioridad de la aviación naval;;;;;;;;;x
strategic_air_focus;Strategic Airpower Focus;Objectif puissance aérienne stratégique;Fokus auf strategische Luftüberlegenheit;;Prioridad del poder aéreo estratégico;;;;;;;;;x
mechanicalengineering_theory;Mechanical Engineering;Génie mécanique;Maschinenbau;;Ingeniería mecánica;;;;;;;;;x
chemical_engineering;Chemical Engineering;Génie chimique;Verfahrenstechnik;;Ingeniería química;;;;;;;;;x
jetengine_theory;Jet Engine Theory;Théorie sur le réacteur;Strahltriebwerk-Theorie;;Teoría del motor a reacción;;;;;;;;;x
jetengine_practical;Jet Engine Practical;Connaissances pratiques du réacteur;Strahltriebwerk-Praxis;;Práctica del motor a reacción;;;;;;;;;x
nuclear_physics;Nuclear Physics;Physique nucléaire;Atomphysik;;Física nuclear;;;;;;;;;x
nuclear_bomb;Nuclear Bomb Making;Fabrication de bombe nucléaire;Atombombenherstellung;;Producción de bomba nuclear;;;;;;;;;x
transport_practical;Transport Practical;Connaissances pratiques des transports;Transport-Praxis;;Práctica del transporte;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Folders;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
nato_doctrine1_folder;NATO;NATO;NATO;;NATO;;;;;;;;;x
warsaw_doctrine1_folder;Warsaw;Warsaw;Warsaw;;Warsaw;;;;;;;;;x
combined_doctrine1_folder;Political;;;;;;;;;;;;;x
land_doctrine1_folder;Front Doctrine;;;;;;;;;;;;;x
land_doctrine2_folder;Asymmetric;;;;;;;;;;;;;x
naval_doctrine1_folder;Surface;;;;;;;;;;;;;x
naval_doctrine2_folder;HQ & Subs;;;;;;;;;;;;;x
air_doctrine1_folder;Air strategy;;;;;;;;;;;;;x
air_doctrine2_folder;Air tactical;;;;;;;;;;;;;x
land_tech1_folder;Army;;;;;;;;;;;;;x
land_tech2_folder;Arsenal;;;;;;;;;;;;;x
naval_tech1_folder;Vessels;;;;;;;;;;;;;x
naval_tech2_folder;Systems;;;;;;;;;;;;;x
naval_tech3_folder;Armament;;;;;;;;;;;;;x
air_tech1_folder;Aircraft;;;;;;;;;;;;;x
air_tech2_folder;Aviation;;;;;;;;;;;;;x
general_tech1_folder;Intel;;;;;;;;;;;;;x
general_tech2_folder;Science;;;;;;;;;;;;;x
nuclear_tech1_folder;Nuclear;;;;;;;;;;;;;x
space_tech1_folder;Space;;;;;;;;;;;;;x
industrial_tech1_folder;Industry;;;;;;;;;;;;;x
nato_doctrine1_folder_desc;NATO doctrines tend to focus on policy choices and international diplomacy;;;;;;;;;;;;;x
warsaw_doctrine1_folder_desc;Warsaw Pact doctrines tend to focus on reducing dissent and promoting national unity;;;;;;;;;;;;;x
combined_doctrine1_folder_desc;Political doctrines allow unaligned nations to improve their government;;;;;;;;;;;;;x
land_doctrine1_folder_desc;Front Doctrines are dedicated to conventional warfare tactics;;;;;;;;;;;;;x
land_doctrine2_folder_desc;Asymmetric warfare doctrines are deidcated to guerrilla and counter-insurgency tactics;;;;;;;;;;;;;x
naval_doctrine1_folder_desc;Surface doctrines enhance the performance of carrier, escort and battleship fleets;;;;;;;;;;;;;x
naval_doctrine2_folder_desc;HQ & Subs doctrines improve submarines and mixed composition fleets;;;;;;;;;;;;;x
air_doctrine1_folder_desc;Air strategy doctrines improve our bomber and AWACS units;;;;;;;;;;;;;x
air_doctrine2_folder_desc;Air tactical doctrines improve our fighter and helicopter units;;;;;;;;;;;;;x
land_tech1_folder_desc;Army technologies improve the engines, armour and equipment of our ground forces;;;;;;;;;;;;;x
land_tech2_folder_desc;Arsenal technologies improve the weapons of our aircraft and land units;;;;;;;;;;;;;x
naval_tech1_folder_desc;Vessels technologies are dedidcating to improving our hull designs;;;;;;;;;;;;;x
naval_tech2_folder_desc;Systems technologies improve the engines and equipment of our naval units;;;;;;;;;;;;;x
naval_tech3_folder_desc;Armament technologies improve our naval guns and weapon systems;;;;;;;;;;;;;x
air_tech1_folder_desc;Aircraft technologies improve our aircraft chassis;;;;;;;;;;;;;x
air_tech2_folder_desc;Aviation technologies improve the engines and airframes of our aricraft;;;;;;;;;;;;;x
general_tech1_folder_desc;Intel technologies improve our military intelligence agencies;;;;;;;;;;;;;x
general_tech2_folder_desc;Science technologies are highly prestigious, and are often a vital stepping stone to more practical technologies;;;;;;;;;;;;;x
nuclear_tech1_folder_desc;Nuclear technologies are used to produce atomic weapons and their delivery systems;;;;;;;;;;;;;x
space_tech1_folder_desc;Space technologies are highly prestigious and allow us to compete in the Space Race;;;;;;;;;;;;;x
industrial_tech1_folder_desc;Industry technologies improve our industrial base and economy;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# DOCTRINE BUTTONS;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
NATO_TAB;NATO;;;;;;;;;;;;;x
WP_TAB;Warsaw;;;;;;;;;;;;;x
COMBINED_TAB;Political;;;;;;;;;;;;;x
FRONTDOC_TAB;Front doc.;;;;;;;;;;;;;x
ASYMMETRIC_TAB;Asymmetric;;;;;;;;;;;;;x
SURFACE_TAB;Surface;;;;;;;;;;;;;x
HQSUB_TAB;HQ & Sub;;;;;;;;;;;;;x
AIRFOCUS_TAB;Air strategy;;;;;;;;;;;;;x
AIROP_TAB;Air tactical;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Tech Buttons;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
TECH_LAND_MEANS;§FArmy;;;;;;;;;;;;;x
TECH_LAND_ELEMENT;§FArsenal;;;;;;;;;;;;;x
TECH_NAVAL_VESSELS;§FVessels;;;;;;;;;;;;;x
TECH_NAVAL_SYSTEMS;§FSystems;;;;;;;;;;;;;x
TECH_NAVAL_ARMS;§FArmament;;;;;;;;;;;;;x
TECH_AIR_MODEL;§FAircraft;;;;;;;;;;;;;x
TECH_AIR_PARTS;§FAviation;;;;;;;;;;;;;x
TECH_GENERAL_I;§FIntel;;;;;;;;;;;;;x
TECH_GENERAL_II;§FScience;;;;;;;;;;;;;x
TECH_NUCLEAR;§FNuclear;;;;;;;;;;;;;x
TECH_SPACE;§FSpace;;;;;;;;;;;;;x
TECH_INDUSTRIAL;§FIndustrial;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# NATO Doctrines;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
nato_integrated_mil_structure;Integrated Military Structure;;;;;;;;;;;;;x
nato_integrated_mil_structure_desc;Integrating all NATO members’ militaries into one unified command will standardize allied military terminology, procedures, and technology. Roughly 1300 Standardization Agreements codify many of the common practices that NATO uses. For instance, the 7.62x51 NATO rifle cartridge is introduced as the standard firearm cartridge, aircraft marshalling signals are standardized, and the NATO phonetic alphabet is adopted. Standardization makes international military cooperation more efficient and increases NATO readiness.;;;;;;;;;;;;;x
nato_political_pluralism;Political Pluralism;;;;;;;;;;;;;x
nato_political_pluralism_desc;Political pluralism is the principle of permitting peaceful coexistence between disparate interests, convictions, and lifestyles under a democratic regime. The philosophy acknowledges the diversity of interests and emphasizes the need for members of a society to accommodate one another’s interests by engaging in good-faith negotiation. Political pluralism can lead to a society that seems to be disorderly and chaotic, but it may also lead to long-term societal stability and greater personal creativity and freedom.;;;;;;;;;;;;;x
nato_joint_nonpoliticalcontrol_desc;Although obligated to respond to an attack by an aggressor against the alliance, including against any member's territory, naval vessels, ground forces, or aircraft, the doctrine of joint non-political control holds that NATO member states will remain free to choose the exact method by which they respond. Therefore, this doctrine maintains alliance legitimacy and combats inter-alliance rivalry by assuring states that they will not be compelled into taking action against their direct national interests.;;;;;;;;;;;;;x
nato_joint_nonpoliticalcontrol;Non-Political Control;;;;;;;;;;;;;x
nato_duckandcover;Duck and Cover Program;;;;;;;;;;;;;x
nato_duckandcover_desc;Duck and Cover is a drill taught to school children to protect them against an unexpected nuclear attack. Upon seeing a flash, children are taught to ‘duck’ under their desks or tables and ‘cover’ their exposed skin and heads with any loose clothing. These precautions ensure that children immediately seek cover after seeing a flash of light instead of rushing outside or to windows to investigate, where they are more vulnerable to the nuclear blast wave.;;;;;;;;;;;;;x
nato_rational_choice_theory;Rational Choice Theory;;;;;;;;;;;;;x
nato_rational_choice_theory_desc;Rational choice theory is a framework for understanding and modeling economic behavior.  It defines rationality as 'wanting more rather than less of a good' and is widely used as an assumption of the behavior of individuals in microeconomic models in market-based economic theories. Rational choice theory attempts to predict how economic actors decide to make purchases given certain preferences.;;;;;;;;;;;;;x
nato_efficient_markethypothesis;Efficient Market Hypothesis;;;;;;;;;;;;;x
nato_efficient_markethypothesis_desc;The efficient market hypothesis holds that financial markets are ‘informationally efficient’ and instantaneously take into account both publicly traded information and ‘insider’ information. Consequently, the theory holds that it is impossible to achieve consistent returns in excess of the average given information available at the time an investment is made. The efficient market hypothesis informs the way that investments are made and is able to fundamentally alter the behavior of financial markets.;;;;;;;;;;;;;x
